Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,LandArea,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2,Price
95,4,9,burwood,3125,20140628,WkEnd,SDay,WrkngDy,sold,2,1,1,57,33,61,Y,N,Y,N,108.5,116.5,176,1965,2,4,360000,360,2007,2015,9.7,13.3,0,18.1,0.2,0.2,2,2.84,520000,680000,NA,NA,NA,618667,670000,739000,500000
120,5,6,burwood,3125,20170826,WkEnd,SDay,WrkngDy,sold,2,1,2,66,48,68,Y,N,Y,Y,108.5,116.5,NA,NA,2,0,540000,NA,2012,NA,9.9,15.3,0,19.5,1.6,0.1,1.7,2.47,NA,NA,NA,NA,NA,NA,1080000,1200000,485000
121,2,5,burwood,3125,20141010,WkDay,FDay,WrkngDy,sold,2,1,1,56,35,52,N,N,Y,Y,108.5,116.5,1174,2009,2,0,410000,NA,2009,NA,13.8,24.5,0,25.4,3.4,5.3,3.6,1.56,450000,585000,1168,NA,NA,458000,723000,670000,460000
128,5,5,burwood,3125,20160108,WkDay,FDay,WrkngDy,sold,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,1081,2011,1,0,NA,NA,NA,NA,16.2,20.6,0,18.9,18.1,11.2,3.1,2.26,410000,758000,1083,21.9,NrlyLvl,NA,670000,739000,518000
129,7,5,burwood,3125,20151205,WkEnd,SDay,WrkngDy,sold,2,1,1,54,35,47,Y,N,Y,N,108.5,116.5,NA,NA,3,0,295000,NA,2004,NA,15.5,25.3,0,16.7,0.3,0.3,0.9,2.11,510000,910000,NA,NA,NA,624333,541500,1050000,535000
130,4,5,burwood,3125,20151017,WkEnd,SDay,WrkngDy,sold,2,2,1,56,35,52,Y,N,Y,Y,108.5,116.5,1169,2009,3,0,475000,NA,2013,NA,11.5,20.5,0,25.4,3.4,5.3,3.6,1.56,450000,585000,1168,NA,NA,546000,739000,439000,535000
131,1,9,burwood,3125,20150411,WkEnd,SDay,WrkngDy,sold,2,1,1,43,34,52,Y,N,N,N,108.5,116.5,NA,1965,5,1,387000,210,2008,2004,11.6,23.7,0,17,0.8,0.8,7.3,1.97,NA,NA,NA,NA,NA,716667,1300000,1650000,543500
133,1,5,burwood,3125,20161118,WkDay,FDay,WrkngDy,sold,2,2,1,56,35,52,Y,N,Y,N,108.5,116.5,1174,2009,0,0,NA,NA,NA,NA,15.3,18.9,0,25.4,3.4,5.3,3.6,1.56,NA,NA,1168,NA,NA,474667,NA,NA,505000
134,1,0,burwood,3125,20160827,WkEnd,SDay,WrkngDy,sold,2,1,1,53,43,59,Y,N,N,N,108.5,116.5,NA,1975,2,0,54500,NA,1983,NA,9.3,16.3,0,17.9,0.7,1,3.8,0.93,470000,615000,NA,NA,NA,NA,670000,758000,525500
135,7,5,burwood,3125,20160630,WkDay,ThDay,WrkngDy,sold,2,2,1,56,35,52,Y,N,Y,N,108.5,116.5,1188,2009,1,1,NA,395,NA,2012,10.3,11.7,0,25.4,3.4,5.3,3.6,1.56,450000,585000,1168,NA,NA,546000,739000,439000,530000
136,4,3,burwood,3125,20160112,WkDay,TuDay,WrkngDy,sold,2,1,1,64,30,50,N,N,N,N,108.5,116.5,99,1970,4,1,420000,375,2010,2011,17.1,24.8,0.8,18.7,1.1,0.4,0.5,1.56,495000,645000,NA,NA,NA,NA,670000,739000,538000
137,2,3,burwood,3125,20150520,WkDay,WDay,WrkngDy,sold,2,1,1,64,15,53,Y,N,N,N,108.5,116.5,905,1960,2,1,218000,350,2003,2011,13.6,18.1,2.4,16.5,0.7,0.6,1,2.54,1300000,1740000,NA,NA,NA,NA,653000,670000,535000
138,6,5,burwood,3125,20150514,WkDay,ThDay,WrkngDy,sold,3,2,1,56,35,52,N,N,N,N,108.5,116.5,1174,2009,2,1,440000,465,2009,2012,7.3,14.6,4.4,25.4,3.4,5.3,3.6,1.56,575000,750000,1168,NA,NA,540000,900890,653000,525088
139,1,8,burwood,3125,20150307,WkEnd,SDay,WrkngDy,sold,2,1,1,31,62,79,Y,N,Y,N,108.5,116.5,NA,1970,1,0,NA,NA,NA,NA,15.4,22.6,0.2,18.5,0.4,0.7,0.6,1.56,NA,NA,NA,NA,NA,NA,1080000,1200000,502500
140,6,1,burwood,3125,20150217,WkDay,TuDay,WrkngDy,sold,2,1,0,44,65,62,N,N,Y,Y,108.5,116.5,NA,NA,3,2,188150,330,2002,2010,17.6,20.6,0,18.8,0.9,1.8,1.4,1.88,470000,615000,NA,NA,NA,645333,739000,439000,530000
141,NA,NA,burwood,3125,20150205,WkDay,ThDay,WrkngDy,sold,2,1,1,66,48,68,N,N,N,N,108.5,116.5,NA,NA,0,0,NA,NA,NA,NA,13.3,24.2,0,19.1,1.6,0.6,1.8,2.54,NA,NA,2593,NA,GntlyInclnd,NA,NA,NA,510000
142,2,0,burwood,3125,20141112,WkDay,WDay,WrkngDy,sold,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,NA,1976,2,2,90000,420,1988,2018,7.9,22.8,0,16.4,0.9,0.6,0.9,2.16,415000,985000,1045,18.9,NrlyLvl,712667,653000,670000,550000
180,6,6,burwood,3125,20161215,WkDay,ThDay,WrkngDy,sold,2,1,1,66,48,68,N,N,Y,Y,108.5,116.5,2558,2011,1,0,NA,NA,NA,NA,11.7,18.6,0,19.5,1.6,0.1,1.7,2.47,470000,615000,2592,NA,GntlyInclnd,NA,670000,739000,520000
187,3,7,burwood,3125,20160924,WkEnd,SDay,WrkngDy,sold,2,1,1,72,14,37,N,N,N,N,108.5,116.5,NA,1970,7,1,420000,220,2015,2005,10,20.1,0,17.7,1.1,0.7,1.3,1.5,NA,NA,NA,NA,NA,NA,840000,780000,580000
188,2,4,burwood,3125,20160819,WkDay,FDay,WrkngDy,sold,2,1,1,69,26,42,N,N,Y,Y,108.5,116.5,NA,1960,3,1,319000,321,2007,2011,15.3,16.4,0.2,19.4,1.8,0.5,0.4,2.21,520000,680000,NA,NA,NA,693667,670000,739000,560600
189,NA,4,burwood,3125,20160618,WkEnd,SDay,WrkngDy,sold,2,1,1,64,30,50,Y,N,N,N,108.5,116.5,1183,1999,4,0,138000,NA,1998,NA,10,12.7,8.6,20.2,1.6,0.7,1.3,1.18,NA,NA,NA,NA,NA,638167,1080000,1200000,600000
190,8,6,burwood,3125,20151212,WkEnd,SDay,WrkngDy,sold,2,1,1,54,35,47,N,N,Y,Y,108.5,116.5,132,1960,4,6,415000,320,2009,2011,10.1,18.3,2,16,0.2,0.1,0.6,2.12,495000,645000,NA,NA,NA,NA,653000,670000,600000
191,2,7,burwood,3125,20150924,WkDay,ThDay,WrkngDy,sold,2,1,2,48,41,66,N,N,Y,Y,108.5,116.5,176,2000,2,0,515000,NA,2011,NA,5.1,14.3,0,18.1,2.1,0.4,1.4,1.23,1030000,1360000,287,NA,GntlyInclnd,NA,898000,721000,600000
192,2,7,burwood,3125,20150523,WkEnd,SDay,WrkngDy,sold,2,1,1,72,14,37,Y,N,N,N,108.5,116.5,NA,1970,4,2,459000,390,2012,2017,10.4,13.3,0,17.7,1.1,0.7,1.3,1.7,460000,985000,NA,NA,NA,820667,670000,758000,555000
196,3,1,burwood,3125,20170506,WkEnd,SDay,WrkngDy,sold,2,1,1,44,65,62,N,N,Y,Y,108.5,116.5,NA,NA,1,1,NA,400,NA,2017,9.6,20,0.2,18.8,0.9,1.8,1.4,1.91,495000,645000,NA,NA,NA,458000,739000,439000,580000
197,1,6,burwood,3125,20160917,WkEnd,SDay,WrkngDy,sold,3,1,1,47,48,71,Y,N,N,N,108.5,116.5,385,1950,1,0,NA,NA,NA,NA,11.1,19.8,0,17.6,1,0.5,2.2,1.09,545000,715000,NA,NA,NA,NA,1200000,950000,570000
198,2,6,burwood,3125,20160903,WkEnd,SDay,WrkngDy,sold,2,1,1,54,35,47,Y,N,N,N,108.5,116.5,NA,NA,3,0,93000,NA,1996,NA,10,15.7,0.2,16,0.2,0.1,0.6,2.14,545000,715000,NA,NA,NA,NA,653000,670000,600000
199,2,3,burwood,3125,20160820,WkEnd,SDay,WrkngDy,sold,2,1,1,64,21,45,Y,N,Y,N,108.5,116.5,NA,1970,3,0,132000,NA,1991,NA,6.9,13.6,9.4,17.3,0.6,0.7,0.6,1.21,545000,715000,NA,NA,NA,NA,350000,390000,585000
200,6,5,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,2,1,0,65,23,42,N,N,N,N,108.5,116.5,NA,NA,2,0,265000,NA,2003,NA,9.8,13.4,6.2,15.8,0.3,0.6,0.5,1.15,575000,750000,NA,NA,NA,NA,541500,720000,600000
202,NA,7,burwood,3125,20140830,WkEnd,SDay,WrkngDy,sold,3,1,1,53,30,64,N,N,N,N,108.5,116.5,363,1950,1,1,NA,450,NA,2016,10.4,21.1,0,18.4,1.4,1.4,4.4,2.24,690000,910000,368,17.4,GntlyInclnd,1055000,1130000,1410000,596000
203,5,5,burwood,3125,20140811,WkDay,MDay,WrkngDy,sold,2,1,2,54,35,47,N,N,Y,Y,108.5,116.5,NA,NA,5,3,595000,320,2014,2011,5.9,12.2,6,16.7,0.3,0.3,0.9,2.11,600000,790000,NA,NA,NA,717333,420000,653000,595000
204,3,6,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,2,1,1,48,41,66,N,N,Y,Y,108.5,116.5,NA,2005,4,1,600000,395,2014,2010,15.1,22.3,0.4,18,1.9,0.5,1.6,1.33,NA,NA,NA,NA,NA,701833,670000,460000,600000
205,8,7,burwood,3125,20140405,WkEnd,SDay,WrkngDy,sold,2,1,1,64,21,45,N,N,Y,N,108.5,116.5,NA,NA,2,0,130000,NA,1993,NA,14.8,24.2,0,17.2,0.7,0.8,0.7,1.26,520000,680000,NA,NA,NA,820667,604000,445000,560000
206,3,2,burwood,3125,20140322,WkEnd,SDay,WrkngDy,sold,2,1,1,48,41,66,Y,N,Y,N,108.5,116.5,NA,2005,1,1,NA,375,NA,2011,13.4,18.1,1.8,17.9,1.9,0.5,1.6,1.37,600000,790000,NA,NA,NA,624333,670000,758000,590000
207,7,6,burwood,3125,20140307,WkDay,FDay,WrkngDy,sold,2,1,1,55,39,43,N,N,Y,Y,108.5,116.5,NA,2004,3,1,420000,440,2007,2010,14.1,22,0,17.1,1.2,0.6,1.9,0.95,415000,870000,NA,NA,NA,790667,670000,739000,590000
251,1,1,burwood,3125,20150912,WkEnd,SDay,WrkngDy,sold,3,2,1,64,21,45,N,N,Y,Y,108.5,116.5,2029,1999,3,2,515000,525,2013,2017,12.2,21.7,0,17.4,0.8,0.5,0.8,1.32,575000,750000,NA,NA,NA,NA,1250000,882000,582000
252,NA,5,burwood,3125,20140208,WkEnd,SDay,WrkngDy,sold,3,1,0,43,44,68,N,N,Y,Y,108.5,116.5,872,1960,3,0,401000,NA,2007,NA,17.9,40.7,0,17.8,0.6,0.1,1.9,1.24,1120000,1510000,NA,NA,NA,928667,1540000,1650000,555000
255,3,2,burwood,3125,20170420,WkDay,ThDay,WrkngDy,sold,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,81,1965,2,0,165000,NA,2000,NA,14.6,26.5,0,15.9,0.2,0.09,0.7,2.12,520000,680000,NA,NA,NA,NA,653000,670000,605000
257,NA,2,burwood,3125,20160514,WkEnd,SDay,WrkngDy,sold,2,1,1,65,23,42,Y,N,Y,Y,108.5,116.5,277,1965,3,0,280000,NA,2002,NA,14.5,21.7,0,16.1,0.076,0.076,0.6,1.16,NA,NA,NA,NA,NA,NA,1240000,1130000,633000
259,NA,NA,burwood,3125,20151205,WkEnd,SDay,WrkngDy,sold,2,1,1,65,23,42,Y,N,Y,N,108.5,116.5,NA,NA,2,0,628000,NA,2015,NA,15.5,25.3,0,15.8,0.6,0.2,0.3,1.07,575000,750000,740,17.3,GntlyInclnd,NA,541500,1050000,628000
261,2,9,burwood,3125,20150228,WkEnd,SDay,WrkngDy,sold,2,1,1,57,33,61,Y,N,Y,N,108.5,116.5,NA,1958,3,2,497500,385,2009,2013,17.9,32.3,0,18.4,0.2,0.2,2.3,2.94,575000,750000,338,NA,NrlyLvl,NA,840000,839000,610000
263,1,1,burwood,3125,20171014,WkEnd,SDay,WrkngDy,sold,2,1,1,53,43,59,Y,N,Y,Y,108.5,116.5,NA,1979,2,0,70000,NA,1985,NA,8.2,16.1,0,19.9,2.7,0.3,1.7,1.03,NA,NA,NA,NA,NA,637667,670000,758000,650000
264,NA,6,burwood,3125,20171010,WkDay,TuDay,WrkngDy,sold,2,1,1,51,49,49,N,N,Y,N,108.5,116.5,52,2013,2,1,351698,400,2011,2015,8,18.8,0.2,17,1,0.072,0.9,0.75,NA,NA,NA,NA,NA,NA,720000,830000,618000
265,2,5,burwood,3125,20170408,WkEnd,SDay,WrkngDy,sold,3,1,1,53,43,59,N,N,N,N,108.5,116.5,NA,1970,2,0,310000,NA,2006,NA,18.6,28.1,0,17.7,0.9,0.2,2.2,1.07,545000,715000,NA,NA,NA,624333,604000,730000,601000
266,1,9,burwood,3125,20161105,WkEnd,SDay,WrkngDy,sold,2,1,1,57,33,61,N,N,Y,Y,108.5,116.5,NA,1965,0,0,NA,NA,NA,NA,10,16.8,0,18.1,0.2,0.2,2,2.83,545000,715000,NA,NA,NA,693667,NA,NA,601000
267,1,2,burwood,3125,20161013,WkDay,ThDay,WrkngDy,sold,2,1,1,54,35,47,N,N,Y,N,108.5,116.5,800,1960,4,2,450000,220,2011,2006,6.8,14.6,4.2,16.3,0.7,0.5,0.7,2.26,575000,750000,NA,NA,NA,NA,541500,1050000,629000
269,2,2,burwood,3125,20160604,WkEnd,SDay,WrkngDy,sold,2,1,1,54,35,47,Y,N,Y,N,108.5,116.5,NA,1960,5,2,290000,190,2007,2006,9.8,13.4,6.2,16.3,0.7,0.5,0.7,2.26,575000,750000,NA,NA,NA,NA,541500,1050000,604000
271,5,5,burwood,3125,20160330,WkDay,WDay,WrkngDy,sold,2,1,2,54,35,47,N,N,Y,Y,108.5,116.5,NA,NA,5,3,595000,320,2014,2011,15.5,18.7,0,16.7,0.3,0.3,0.9,2.11,600000,790000,NA,NA,NA,717333,420000,653000,650000
272,NA,3,burwood,3125,20150523,WkEnd,SDay,WrkngDy,sold,2,2,1,69,26,42,N,N,Y,Y,108.5,116.5,216,1996,3,0,285000,NA,2002,NA,10.4,13.3,0,19.4,2.1,0.2,0.7,2.28,845000,1110000,216,NA,GntlyInclnd,NA,1200000,780000,635500
273,NA,3,burwood,3125,20150423,WkDay,ThDay,WrkngDy,sold,4,2,2,74,5,41,Y,N,Y,N,108.5,116.5,283,2014,1,0,NA,NA,NA,NA,12.2,19.2,0,17.2,1,1,1.5,2.68,1080000,1430000,283,NA,GntlyInclnd,NA,NA,NA,633000
274,2,1,burwood,3125,20141014,WkDay,TuDay,WrkngDy,sold,3,1,0,47,48,71,Y,N,Y,N,108.5,116.5,NA,2005,1,2,NA,NA,NA,2011,8.6,15.6,6,17.4,1.2,0.7,2,1.18,690000,910000,510,NA,NrlyLvl,1016333,790000,1230000,650000
275,NA,1,burwood,3125,20140527,WkDay,TuDay,WrkngDy,sold,3,1,1,56,35,52,N,N,N,N,108.5,116.5,591,1950,4,0,630000,NA,2014,NA,14.8,20.5,0,19.1,1.2,0.069,0.3,1.68,NA,NA,590,18,GntlyInclnd,1693333,1170000,980000,630000
276,3,2,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,3,2,1,52,44,58,N,N,Y,N,108.5,116.5,NA,1990,2,1,225000,450,1999,2010,15.1,22.3,0.4,16.5,0.2,0.2,1.3,1.71,690000,910000,NA,NA,NA,904000,882000,770000,640000
278,1,0,burwood,3125,20140412,WkEnd,SDay,WrkngDy,sold,2,1,1,41,64,76,N,N,Y,N,108.5,116.5,NA,1975,3,0,650000,NA,2014,NA,15.1,22.3,0.4,17.1,0.9,0.4,2.3,1.47,660000,865000,852,20.5,NrlyLvl,713167,653000,670000,650000
279,3,0,burwood,3125,20140409,WkDay,WDay,WrkngDy,sold,3,2,2,48,41,66,N,N,Y,N,108.5,116.5,NA,1990,3,0,252500,NA,2000,NA,16.8,17.9,13.4,18,1.8,1.5,1.4,1.41,765000,1010000,295,NA,NrlyLvl,990333,900890,882000,645000
335,1,5,burwood,3125,20141016,WkDay,ThDay,WrkngDy,sold,2,1,1,48,41,66,N,N,Y,N,108.5,116.5,NA,1970,4,0,610000,NA,2014,NA,11,15.6,0,18,1.7,1.4,1.5,1.47,NA,NA,NA,NA,NA,713667,758000,460000,610000
336,2,4,burwood,3125,20140115,WkDay,WDay,WrkngDy,sold,3,2,2,69,26,42,N,N,Y,N,108.5,116.5,NA,2005,1,3,NA,440,NA,2013,26.6,41.6,0.2,19.3,0.3,0.3,0.3,2.16,765000,1010000,990,21.5,NrlyLvl,907333,891000,1410000,638000
340,2,7,burwood,3125,20170527,WkEnd,SDay,WrkngDy,sold,2,1,1,65,23,42,N,N,Y,N,108.5,116.5,755,2015,2,0,628000,NA,2015,NA,11.9,17.8,0,15.8,0.6,0.2,0.3,1.06,575000,750000,740,17.3,GntlyInclnd,NA,541500,1050000,700000
341,4,1,burwood,3125,20160912,WkDay,MDay,WrkngDy,sold,3,2,1,64,21,45,N,N,Y,Y,108.5,116.5,2029,1999,2,0,315000,NA,2001,NA,9.9,13.6,1.6,17.4,0.8,0.5,0.8,1.33,630000,825000,NA,NA,NA,NA,1250000,882000,672000
342,2,7,burwood,3125,20160704,WkDay,MDay,WrkngDy,sold,3,1,1,55,39,43,Y,N,Y,N,108.5,116.5,NA,2005,3,0,528000,NA,2011,NA,10.4,12.7,0,17,1.1,0.9,1.7,1.09,660000,865000,695,20.9,GntlyInclnd,NA,900890,882000,691850
343,NA,5,burwood,3125,20151114,WkEnd,SDay,WrkngDy,sold,3,1,2,59,39,52,Y,N,Y,N,108.5,116.5,274,1999,5,2,321000,440,2005,2012,12.1,18.3,0.2,17.1,1.3,0.5,1.6,2.45,NA,NA,NA,NA,NA,NA,1300000,1650000,670000
344,9,3,burwood,3125,20150926,WkEnd,SDay,WrkngDy,sold,3,1,1,52,44,58,N,N,Y,N,108.5,116.5,NA,1995,2,1,188500,260,1998,2006,6.6,17.9,0,16.7,0.3,0.4,1.1,1.65,660000,865000,NA,NA,NA,831000,900890,882000,675000
345,7,3,burwood,3125,20150711,WkEnd,SDay,WrkngDy,sold,2,2,1,56,35,52,N,N,N,N,108.5,116.5,115,1991,1,0,NA,NA,NA,NA,10.9,13.1,0.2,25.5,3.3,5.3,3.5,1.55,NA,NA,600,16.3,NrlyLvl,774000,604000,730000,685000
346,2,3,burwood,3125,20150620,WkEnd,SDay,WrkngDy,sold,3,1,2,52,44,58,Y,N,Y,Y,108.5,116.5,NA,1995,4,0,620000,NA,2014,NA,4.1,11.6,0,16.7,0.3,0.4,1.1,1.65,690000,910000,NA,NA,NA,896333,420000,653000,668000
348,NA,8,burwood,3125,20140906,WkEnd,SDay,WrkngDy,sold,2,1,1,74,5,41,N,N,Y,Y,108.5,116.5,188,1980,2,0,530000,NA,2011,NA,6,18.1,0,16.6,1.2,0.9,1.1,2.5,NA,NA,NA,NA,NA,730667,1200000,850000,672000
352,NA,1,burwood,3125,20170817,WkDay,ThDay,WrkngDy,sold,2,1,1,51,49,49,N,N,Y,Y,108.5,116.5,NA,1980,1,1,NA,420,NA,2014,9.3,15.6,1.8,17,1,0.079,0.9,0.79,NA,NA,NA,NA,NA,NA,720000,830000,668000
