Id,UnitNumber,StreetNumber,SuburbName,SuburbCode,SoldDate,DayOfWeek,DayType,HolidayStatus,SoldStatus,PropertyType,Bed,Bath,Garage,LongTermResidentPercent,RentedResidentPercent,SingleResident,Garden,Pool,Heating,Cooling,AvgDaysOnMarketSuburb,PropertySoldInSuburb,LandSize,BuildYear,NumOfTimesSold,NumOfTimesRented,LastSoldPrice,LastRentedPrice,LastSoldYear,LastRentedYear,MinTemp,MaxTemp,AvgRainfall,DistanceCBD,DistanceRailwayStation,DistanceBusStation,DistanceShoppingMall,DistanceSchool,PriceLowEnd,PriceHighEnd,Frontage,Slop,ExternalPricePrediction,SimilarPropertyPrice1,SimilarPropertyPrice2
14730,NA,FIVE,hughesdale,3166,20150414,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,66,31,42,N,N,N,N,70,43.5,758,1976,7,1,700000,380,2007,2010,10.5,24.7,1.6,20.4,0.6,0.5,1.8,0.29,1080000,1430000,16.4,NrlyLvl,1291500,1350000,1420000
14731,NA,NA,hughesdale,3166,20150214,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,55,44,47,N,N,Y,N,70,43.5,543,1980,3,0,187250,NA,1995,NA,19,25.1,19.6,19.9,0.2,0.2,1,NA,1370000,1830000,16.3,NrlyLvl,1374333,1590000,1160000
14732,NA,THREE,hughesdale,3166,20140802,WkEnd,SDay,WrkngDy,sold,Hse,4,2,4,52,50,46,Y,N,Y,N,70,43.5,458,1940,2,1,515000,280,2009,2007,4.8,11.9,10.6,18.9,1.7,0.5,0.013,0.38,1240000,1660000,NA,NrlyLvl,1420000,2830000,1630000
14749,NA,SEVEN,huntingdale,3166,20160511,WkDay,WDay,WrkngDy,sold,Hse,2,1,1,70,29,46,Y,N,N,N,59.5,16.5,604,1980,2,0,123000,NA,1998,NA,12.2,17.4,0.2,21.4,0.9,0.8,1.7,0.97,975000,1290000,15.2,NrlyLvl,1047233,1240000,1260000
14750,NA,THREE,huntingdale,3166,20140603,WkDay,TuDay,WrkngDy,sold,Hse,3,2,2,55,37,47,Y,Y,Y,Y,59.5,16.5,622,1960,3,0,310000,NA,2005,NA,12.1,16.3,3.4,21.1,2.3,1.2,2.2,0.72,1080000,1430000,18.9,NrlyLvl,1271667,1120000,997000
14751,ONE,SEVEN,oakleigh,3166,20161217,WkEnd,SDay,WrkngDy,sold,AptHse,3,2,2,66,16,41,Y,N,N,N,98,59,651,1930,1,0,NA,NA,NA,NA,15.1,20.9,0,20,0.8,0.8,0.2,0.75,845000,1110000,NA,NrlyLvl,863333,712000,956000
14754,NA,SEVEN,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,79,15,41,Y,N,Y,N,98,59,542,1950,3,0,800000,NA,2014,NA,12,18.8,5.8,20,0.2,0.3,1.2,5.22,975000,1290000,15.9,NrlyLvl,1094333,1420000,1220000
14755,NA,NA,oakleigh,3166,20150611,WkDay,ThDay,WrkngDy,sold,Hse,5,2,4,74,23,44,N,N,N,N,98,59,547,1982,1,0,NA,NA,NA,NA,5.7,14,nan,20.7,0.9,0.4,1.1,0.88,830000,1360000,13.5,NrlyLvl,1455000,960000,1120000
14756,NA,NA,oakleigh,3166,20150508,WkDay,FDay,WrkngDy,sold,Hse,4,2,1,63,30,36,N,N,Y,N,98,59,543,1950,1,0,NA,NA,NA,NA,10.5,15.9,0.2,20.2,0.2,0.2,0.1,0.67,1180000,1580000,15.6,NrlyLvl,1215000,1480000,1740000
14757,NA,THREE,oakleigh,3166,20150316,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,68,26,44,N,N,N,N,98,59,592,1920,2,0,900000,NA,2015,NA,10.5,25.5,0,19.9,0.6,0.5,0.5,1.01,1300000,1740000,14.9,NrlyLvl,1388333,1080000,1100000
14758,ONE,FIVE,oakleigh,3166,20140920,WkEnd,SDay,WrkngDy,sold,TwnHse,4,2,2,60,30,40,Y,N,N,N,98,59,689,2013,1,0,NA,NA,NA,NA,9.8,15.1,0,19.8,2.3,0.2,1.4,0.84,800000,1060000,15.2,GntlyInclnd,1018667,1600000,1310000
14759,NA,SEVEN,oakleigh,3166,20140628,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,65,21,47,Y,N,N,N,98,59,217,1980,1,0,NA,NA,NA,NA,9.7,13.3,0,20.4,1.7,0.071,1.2,5.44,760000,1220000,NA,NrlyLvl,1089000,777000,962000
14774,ONE,THREE,hughesdale,3166,20160723,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,52,42,45,N,N,Y,N,70,43.5,360,1975,1,0,NA,NA,NA,NA,7.5,11.6,2.8,19.5,0.1,0.1,0.7,NA,880000,1170000,16.3,NrlyLvl,1075333,595000,330000
14776,NA,TWO,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,Hse,5,1,4,60,30,44,Y,N,N,N,70,43.5,697,1930,2,2,145000,525,1990,2017,18,34.9,0,20,0.3,0.3,1.6,0.68,1240000,1660000,15.4,NrlyLvl,1280333,1550000,1590000
14777,NA,NA,hughesdale,3166,20141011,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,72,16,39,N,N,N,N,70,43.5,613,1950,4,3,152000,1868,1993,2018,13.7,20,0,20.4,0.8,0.2,1.3,0.52,1300000,1740000,15.2,NrlyLvl,1433333,1440000,1350000
14778,NA,FOUR,hughesdale,3166,20140913,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,63,39,51,Y,N,Y,Y,70,43.5,697,1925,2,1,NA,450,1980,2016,5.7,17.2,0,19.8,0.2,0.2,1.5,0.65,1180000,1580000,15.6,NrlyLvl,1286000,1810000,1410000
14779,NA,ONE,huntingdale,3166,20160220,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,67,32,48,N,Y,N,N,59.5,16.5,619,1950,6,4,507500,310,2008,2007,15.8,20.8,0,21.1,1.3,0.3,1.2,0.69,975000,1290000,18.8,NrlyLvl,660000,1240000,1260000
14780,NA,NA,oakleigh,3166,20170511,WkDay,ThDay,WrkngDy,sold,Hse,3,2,2,65,21,47,N,N,N,N,98,59,577,1976,1,0,NA,NA,NA,NA,6.1,16.5,0,20,1,2,2.2,5.35,845000,1110000,16.2,NrlyLvl,1101000,1030000,1240000
14781,NA,NINE,oakleigh,3166,20150414,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,63,30,36,Y,N,Y,Y,98,59,543,1950,3,0,545000,NA,2009,NA,10.5,24.7,1.6,20.4,2.2,0.2,0.4,0.58,1030000,1360000,15.3,NrlyLvl,1211667,960000,1100000
14794,THREE,SIX,hughesdale,3166,20170408,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,55,40,40,Y,N,Y,N,70,43.5,247,2000,2,4,605000,460,2012,2011,18.6,28.1,0,20.1,0.4,0.4,1.7,0.48,880000,1170000,NA,GntlyInclnd,1047667,956000,1210000
14795,NA,FOUR,hughesdale,3166,20161029,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,51,33,46,Y,N,N,N,70,43.5,725,1980,3,0,78000,NA,1988,NA,9.3,25.6,0,19.4,0.4,0.6,0.4,0.58,1140000,1760000,15.5,NrlyLvl,1280333,1590000,1440000
14797,NA,TWO,hughesdale,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,60,30,44,Y,N,Y,Y,70,43.5,289,2001,3,0,455500,NA,2003,NA,12,18.8,5.8,19.5,0.2,0.2,1.5,0.78,975000,1290000,NA,NA,940333,1420000,1810000
14798,THREE,FOUR,hughesdale,3166,20150926,WkEnd,SDay,WrkngDy,sold,TwnHse,3,2,2,55,44,47,N,N,N,N,70,43.5,207,2000,2,1,575000,450,2007,2006,6.6,17.9,0,19.8,0.6,0.6,0.6,NA,975000,1290000,24.6,GntlyInclnd,1153667,780000,839000
14799,NA,SIX,hughesdale,3166,20150321,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,66,31,42,N,N,N,N,70,43.5,715,1980,1,0,NA,NA,NA,NA,11.9,22.7,0,20,0.3,0.9,1.4,0.52,1120000,1510000,15.2,NrlyLvl,1307333,1240000,1420000
14800,NA,TWO,hughesdale,3166,20140222,WkEnd,SDay,WrkngDy,sold,Hse,4,2,2,55,21,41,Y,N,Y,Y,70,43.5,645,1997,2,0,90000,NA,1996,NA,14.1,19.3,0.6,20.8,1.2,1.2,0.9,0.36,1370000,1830000,15.8,NrlyLvl,1531667,1420000,1580000
14802,NA,NA,huntingdale,3166,20161022,WkEnd,SDay,WrkngDy,sold,Hse,4,1,2,70,29,46,Y,N,Y,N,59.5,16.5,603,1960,2,0,953000,NA,2016,NA,6.9,13.2,16.4,21.5,0.7,0.7,1.6,0.97,975000,1290000,15.2,NrlyLvl,1196667,1100000,1200000
14803,NA,FOUR,huntingdale,3166,20160709,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,57,39,48,N,N,Y,Y,59.5,16.5,527,1960,4,0,610000,NA,2011,NA,5.3,15.2,0.2,21,0.4,1,0.9,0.77,975000,1290000,15.9,NrlyLvl,1011667,960000,1100000
14804,NA,EIGHT,huntingdale,3166,20160618,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,57,39,48,N,N,N,N,59.5,16.5,703,1950,2,0,550000,NA,2010,NA,10,12.7,8.6,21,1.6,1,1,0.76,975000,1290000,21.4,NrlyLvl,1162296,1100000,1200000
14805,NA,THREE,huntingdale,3166,20150818,WkDay,TuDay,WrkngDy,sold,Hse,6,2,1,70,29,46,Y,N,Y,N,59.5,16.5,650,1955,1,0,NA,NA,NA,NA,6.1,11.1,0.6,21.3,1.2,1.4,1.6,0.96,1030000,1360000,19.9,NrlyLvl,1396667,1080000,1100000
14806,NA,TWO,huntingdale,3166,20150516,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,57,39,48,Y,N,Y,Y,59.5,16.5,703,1980,1,2,NA,495,NA,2016,11.3,16.2,0,20.7,1.7,1.2,0.8,0.8,1030000,1360000,21.2,NrlyLvl,1091667,960000,997000
14809,NA,TWO,oakleigh,3166,20170330,WkDay,ThDay,WrkngDy,sold,Hse,3,1,1,48,29,49,Y,N,N,N,98,59,558,1940,1,0,NA,NA,NA,NA,10.2,17.9,3.4,19.4,2.2,1.5,2.4,1.81,880000,1170000,15.8,NrlyLvl,1015667,960000,970000
14812,NA,FIVE,oakleigh,3166,20151128,WkEnd,SDay,WrkngDy,sold,Hse,5,1,4,63,40,47,N,N,N,N,98,59,613,1915,1,0,NA,NA,NA,NA,12,20.1,0,20.4,0.063,0.2,0.4,1.36,1030000,1360000,17.9,NrlyLvl,1316667,920000,600000
14813,NA,TWO,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,Hse,3,2,1,65,35,47,Y,N,Y,N,98,59,596,2016,1,0,NA,NA,NA,NA,9.2,19.5,0,20.6,1.1,0.3,1,1.13,878000,1610000,NA,NrlyLvl,1128000,1120000,878000
14814,NA,EIGHT,oakleigh,3166,20151024,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,82,14,33,N,N,N,N,98,59,682,1995,3,3,195000,280,2000,2009,9.2,19.5,0,20.4,0.063,0.063,1.3,3.41,975000,1290000,15.0,NrlyLvl,1192296,950000,970000
14815,NA,NINE,oakleigh,3166,20150919,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,59,32,39,Y,N,N,N,98,59,669,1978,4,0,370000,NA,2007,NA,6.5,21.3,0,18.3,2,0.3,1.4,0.45,1030000,1360000,NA,ModInclnd,1048333,1100000,1480000
14816,NA,ONE,oakleigh,3166,20150912,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,65,21,47,Y,Y,Y,Y,98,59,723,1920,5,0,788000,NA,2012,NA,12.2,21.7,0,20.5,1.3,0.03,0.9,5.3,800000,1360000,13.8,NrlyLvl,1091667,1030000,890000
14817,NA,NA,oakleigh,3166,20150620,WkEnd,SDay,WrkngDy,sold,Hse,2,1,4,65,21,47,Y,N,N,N,98,59,577,1980,3,1,560000,315,2008,2007,4.1,11.6,0,20.2,0.4,0.078,1.4,5.45,1080000,1430000,16.2,NrlyLvl,1088733,840000,1600000
14818,NA,ONE,oakleigh,3166,20141108,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,65,58,61,N,N,N,N,98,59,519,1980,2,0,40000,NA,1983,NA,18,34.9,0,19.8,1.1,0.3,0.3,1.62,1120000,1510000,16.1,NrlyLvl,1115000,1320000,1300000
14838,NA,TWO,hughesdale,3166,20151028,WkDay,WDay,WrkngDy,sold,Hse,3,1,2,54,34,39,N,N,Y,N,70,43.5,613,1950,2,0,101000,NA,1994,NA,10.1,26.8,0,20.9,0.2,0.2,2.2,0.13,975000,1290000,15.4,NrlyLvl,1254000,1870000,1540000
14840,NA,EIGHT,hughesdale,3166,20141108,WkEnd,SDay,WrkngDy,sold,Hse,3,2,2,72,16,39,N,N,N,N,70,43.5,613,1970,2,0,83000,NA,1987,NA,18,34.9,0,20.4,0.8,0.1,1.9,0.52,1300000,1740000,15.2,NrlyLvl,1523333,1440000,1350000
14841,NA,THREE,hughesdale,3166,20140913,WkEnd,SDay,WrkngDy,sold,Hse,3,1,2,55,44,47,Y,N,Y,N,70,43.5,747,1980,1,0,NA,NA,NA,NA,5.7,17.2,0,19.9,0.2,0.2,1,NA,1180000,1580000,20.0,NrlyLvl,1326000,1590000,1160000
14842,NA,FIVE,hughesdale,3166,20140617,WkDay,TuDay,WrkngDy,sold,Hse,4,2,1,72,16,39,N,N,Y,N,70,43.5,540,1996,5,1,601000,600,2005,2009,10.1,14.9,2,20.3,0.6,0.3,1.8,0.66,1300000,1740000,13.5,NrlyLvl,1505000,1870000,1420000
14853,NA,SEVEN,oakleigh,3166,20160319,WkEnd,SDay,WrkngDy,sold,Hse,3,1,3,79,15,41,Y,N,Y,N,98,59,542,1950,3,0,800000,NA,2014,NA,12,18.8,5.8,20,0.2,0.3,1.2,5.22,975000,1290000,15.9,NrlyLvl,1094333,1420000,1220000
14854,ONE,FIVE,oakleigh,3166,20140920,WkEnd,SDay,WrkngDy,sold,TwnHse,4,2,2,60,30,40,Y,N,N,N,98,59,689,2013,1,0,NA,NA,NA,NA,9.8,15.1,0,19.8,2.3,0.2,1.4,0.84,800000,1060000,15.2,GntlyInclnd,1018667,1600000,1310000
14855,NA,FIVE,oakleigh,3166,20140809,WkEnd,SDay,WrkngDy,sold,Hse,5,2,2,65,35,47,N,Y,Y,Y,98,59,619,2014,1,0,NA,NA,NA,NA,7.1,15.2,0,20.6,1.2,0.3,1,1.12,1120000,1510000,NA,NrlyLvl,1588333,1120000,1220000
14856,NA,NA,oakleigh,3166,20140623,WkDay,MDay,WrkngDy,sold,Hse,4,2,2,65,21,47,Y,N,Y,Y,98,59,545,1943,3,0,410500,NA,2006,NA,9.3,15,0,20.4,1.6,0.1,1.2,5.42,1180000,1580000,15.3,NrlyLvl,1376167,1030000,1420000
14857,NA,FIVE,oakleigh,3166,20140429,WkDay,TuDay,WrkngDy,sold,Hse,4,1,3,54,34,42,N,N,Y,N,98,59,613,1935,1,0,NA,NA,NA,NA,13.9,20.2,0,19.3,0.8,1.1,0.9,1.9,1180000,1580000,15.4,GntlyInclnd,1245000,1080000,1200000
14858,NA,THREE,oakleigh,3166,20140109,WkDay,ThDay,WrkngDy,sold,Hse,3,2,3,79,15,41,Y,N,Y,Y,98,59,542,1930,2,0,134000,NA,1996,NA,13.4,32.3,0,20.1,0.2,0.4,1.2,5.19,1240000,1660000,15.6,NrlyLvl,1259333,1420000,1220000
14873,NA,FOUR,oakleigh,3166,20160411,WkDay,MDay,WrkngDy,sold,Hse,3,1,1,60,30,40,N,N,N,N,98,59,697,1950,1,0,NA,NA,NA,NA,14.5,20.1,0,19.8,3,0.2,2,0.76,975000,1290000,15.4,GntlyInclnd,1181296,970000,1020000
14874,NA,ONE,oakleigh,3166,20160409,WkEnd,SDay,WrkngDy,sold,Hse,4,3,2,74,23,44,N,N,N,N,98,59,548,1979,1,3,NA,450,NA,2016,10.4,22.3,0,20.5,1.2,0.3,0.9,1.1,878000,1610000,15.9,NrlyLvl,1013000,1030000,1120000
14875,NA,TWO,oakleigh,3166,20160405,WkDay,TuDay,WrkngDy,sold,Hse,3,1,2,63,40,47,N,N,N,N,98,59,497,1980,4,0,167000,NA,1995,NA,12.3,29,0,19.9,0.091,0.084,0.5,1.38,1030000,1360000,15.4,NrlyLvl,1095000,960000,1220000
14876,NA,SIX,oakleigh,3166,20150912,WkEnd,SDay,WrkngDy,sold,Hse,2,1,1,65,58,61,N,N,N,N,98,59,520,1950,2,0,576500,NA,2012,NA,12.2,21.7,0,20,0.1,0.2,0.4,1.48,975000,1290000,15.7,NrlyLvl,1050000,1050000,890000
14886,NA,NINE,hughesdale,3166,20161008,WkEnd,SDay,WrkngDy,sold,Hse,3,1,1,55,40,40,N,N,N,N,70,43.5,379,1930,1,0,NA,NA,NA,NA,9.7,16.9,0,19.9,0.2,0.2,1.6,0.6,1080000,1430000,NA,NA,1244667,1100000,1050000
14890,NA,SEVEN,hughesdale,3166,20150927,WkEnd,SDay,WrkngDy,sold,Hse,2,1,2,47,55,48,Y,N,Y,N,70,43.5,452,1930,2,0,208000,NA,2000,NA,9.8,20.2,0,18.7,1.7,0.3,0.2,0.36,1030000,1360000,NA,NA,1446667,385000,1550000
14891,NA,NINE,hughesdale,3166,20150824,WkDay,MDay,WrkngDy,sold,Hse,4,2,2,60,30,44,N,N,N,N,70,43.5,697,1920,0,0,NA,NA,NA,NA,8.5,14.5,0,19.8,0.6,0.2,1.5,0.58,1080000,1430000,15.2,NrlyLvl,1562000,1080000,1100000
14892,NA,NA,hughesdale,3166,20150630,WkDay,TuDay,WrkngDy,sold,Hse,4,2,2,55,21,41,Y,Y,Y,Y,70,43.5,715,2015,1,0,NA,NA,NA,NA,5,14.2,0,20.8,1.2,0.3,2.1,0.08,1180000,1580000,16.8,NrlyLvl,1526000,1870000,1420000
